代码,名称,开盘,最高,最低,收盘,成交量(手),成交额(元),涨跌幅(%),买量(手),卖量(手),流通市值(元),总市值(元)
400088,美都3,0.10,0.10,0.10,0.10,17791,1779.1,0.0,94631,63902,260308275.4,357648877.3
400089,盛运5,0.48,0.48,0.48,0.48,12419,5961.12,-2.04,13211,11669,1685628260.16,1685628260.16
400094,银鸽3,0.22,0.22,0.22,0.22,13518,2973.96,0.0,25829,36302,381985917.94,381985921.24
400097,R刚泰1,0.33,0.33,0.33,0.33,9514,3139.62,3.13,6948,0,491276050.32,491276050.32
400098,航通5,4.28,4.28,4.28,4.28,1164,4981.92,0.0,211,1565,4487882771.48,4491102906.52
400099,宜生3,0.10,0.10,0.10,0.10,12082,1208.2,-9.09,9017,24454,109551001.2,148287000.4
400100,工新5,0.63,0.63,0.63,0.63,3626,2284.38,-4.55,0,20179,1855918654.38,2422397924.1
400110,天翔5,0.49,0.49,0.49,0.49,868,425.32,-2.0,2134,1899,587422013.64,760218805.99
400114,东北电3,0.22,0.22,0.22,0.22,668,146.96,0.0,8131,7255,135322215.16,192141400.0
400119,西创5,1.01,1.01,1.01,1.01,4751,4798.51,0.0,1015,8285,1103995021.78,1103995021.78
400120,绿庭A5,0.31,0.31,0.31,0.31,653,202.43,0.0,1293,8117,111849628.12,217008485.01
400122,域潇5,2.27,2.27,2.27,2.27,1696,3849.92,0.44,808,4091,1539569592.3,1890236940.46
400123,昌鱼3,0.19,0.19,0.19,0.19,2955,561.45,5.56,7851,0,96679075.22,96679075.22
400124,中房5,0.18,0.18,0.18,0.18,2375,427.5,0.0,1859,5278,104255086.5,104255086.5
400125,明科5,0.75,0.75,0.75,0.75,93,69.75,-1.32,865,2652,328055905.5,328059393.0
400128,罗顿5,0.56,0.56,0.56,0.56,20,11.2,0.0,1141,1548,245843104.64,245846254.64
400129,圣莱达3,0.16,0.16,0.16,0.16,2374,379.84,0.0,6768,2589,25600000.0,25600000.0
400130,新光3,0.22,0.22,0.22,0.22,310,68.2,0.0,51,4166,119382210.2,402176811.3
400131,科迪5,0.78,0.78,0.78,0.78,5889,4593.42,-2.5,5813,10360,855217438.92,1537194386.52
400132,易见3,0.16,0.16,0.16,0.16,1784,285.44,0.0,550,2332,80234039.84,179591600.0
400135,众应3,0.09,0.09,0.09,0.09,2918,262.62,0.0,2267,24991,46961494.92,46961494.92
400138,欣盛5,0.60,0.60,0.60,0.60,277,166.2,-1.64,1024,974,110891764.2,110891764.2
400140,东海A5,0.70,0.70,0.70,0.70,1414,989.8,1.45,2377,3637,188109460.0,254870000.0
400142,宝德5,0.73,0.73,0.73,0.73,406,296.38,-2.67,1153,1001,188882572.5,230757945.75
400143,德威5,0.96,0.96,0.96,0.96,2600,2496.0,-4.95,0,12174,297067331.52,1306158832.32
400144,猛狮3,0.24,0.24,0.24,0.24,6236,1496.64,4.35,17547,0,114531652.56,136169853.36
400145,网力3,0.16,0.16,0.16,0.16,2078,332.48,0.0,16998,27799,191011139.52,191323602.56
400146,聚龙5,0.34,0.34,0.34,0.34,4138,1406.92,-2.86,0,10647,130430280.14,186831360.0
400147,当代3,0.34,0.34,0.34,0.34,6549,2226.66,-2.86,0,54988,339326015.62,438465396.72
400149,金泰5,0.59,0.59,0.59,0.59,104,61.36,1.72,313,705,87383217.32,87383217.32
400151,天首5,0.98,0.98,0.98,0.98,299,293.02,-1.01,578,287,315325041.08,315385581.56
400153,海创A3,0.30,0.30,0.30,0.30,7588,2276.4,0.0,1547,14711,292046625.0,391050000.0
400160,荣华3,0.26,0.26,0.26,0.26,8229,2139.54,-3.7,3453,7095,173052490.0,173056000.0
400161,金洲3,0.11,0.11,0.11,0.11,55239,6076.29,-8.33,33920,119287,183256135.7,233612426.3
400163,计通5,1.70,1.70,1.70,1.70,1159,1970.3,1.8,177,2672,285522784.3,285600000.0
400165,蓝光3,0.05,0.05,0.05,0.05,20735,1036.75,-16.67,443517,292445,151439118.1,151746521.75
400166,宜康3,0.11,0.11,0.11,0.11,2787,306.57,0.0,13398,55660,88658926.62,96546731.27
400167,未来3,0.14,0.14,0.14,0.14,9598,1343.72,0.0,26775,11015,47523407.96,72249200.8
400169,江科宏3,0.17,0.17,0.17,0.17,8407,1429.19,-5.56,9810,1941,196903919.5,196903919.5
400170,运盛5,0.32,0.32,0.32,0.32,465,148.8,-3.03,998,3778,73889028.16,109123258.24
400173,银河3,0.33,0.33,0.33,0.33,3709,1223.97,3.13,8041,0,276511955.94,362970881.46
400176,奇信3,0.16,0.16,0.16,0.16,5327,852.32,0.0,12951,48867,24253752.0,36000000.0
400177,阳竹5,1.71,1.71,1.71,1.71,855,1462.05,-5.0,0,741,462166488.0,462166488.0
400179,顺利3,0.14,0.14,0.14,0.14,9696,1357.44,0.0,6856,12714,107211909.42,107211909.42
400186,美置3,0.07,0.07,0.07,0.07,4523,316.61,0.0,100017,111913,169246036.33,171089648.31
400189,广文城3,0.08,0.08,0.08,0.08,4756,380.48,-11.11,11609,41927,25528976.64,38484549.6
400191,粤泰3,0.10,0.10,0.10,0.10,3517,351.7,0.0,6052,43536,253624787.0,253624787.0
400192,宋都5,0.21,0.21,0.21,0.21,2881,605.01,0.0,6338,13176,155433664.68,281425688.46
400193,嘉凯城3,0.06,0.06,0.06,0.06,27700,1662.0,0.0,265938,204451,108251490.0,108251490.0
400195,泰禾3,0.06,0.06,0.06,0.06,30656,1839.36,0.0,205810,211589,149101550.88,149334086.4
400197,天润3,0.11,0.11,0.11,0.11,5498,604.78,0.0,21673,24542,92019241.93,166160172.53
400199,阳光城3,0.05,0.05,0.05,0.05,133241,6662.05,-16.67,278402,351033,204961825.25,207019147.5
400201,海投5,0.47,0.47,0.47,0.47,10631,4996.57,0.0,3995,31295,670313757.95,672210179.75
400204,柏龙3,0.11,0.11,0.11,0.11,29751,3272.61,0.0,51422,103842,47667628.8,59178801.66
400205,泛海3,0.12,0.12,0.12,0.12,17224,2066.88,0.0,54081,64731,299328483.84,623544078.72
400208,金鹤5,0.25,0.25,0.25,0.25,13947,3486.75,4.17,23509,38484,308838539.5,392876339.5
400209,新海宜3,0.09,0.09,0.09,0.09,14740,1326.6,-10.0,27419,87859,101423673.0,123720265.44
400210,博天5,0.59,0.59,0.59,0.59,1642,968.78,3.51,948,868,495684206.57,569816572.59
400212,民生5,0.85,0.85,0.85,0.85,604,513.4,3.66,1151,923,452090769.9,452090769.9
400214,世茂3,0.23,0.23,0.23,0.23,1923,442.29,-4.17,2083,29511,247751949.24,862768700.03
400215,商业城5,3.25,3.25,3.25,3.25,16766,54489.5,0.31,22322,99,1218566368.5,1392344196.75
400216,中资5,0.39,0.39,0.39,0.39,350,136.5,2.63,1320,1548,134550000.0,134550000.0
400217,正源3,0.10,0.10,0.10,0.10,6602,660.2,0.0,26281,32325,151031187.5,151055000.0
400219,碳元5,0.38,0.38,0.38,0.38,5271,2002.98,2.7,1994,49793,65280460.3,79490376.0
400220,同达5,2.81,2.81,2.81,2.81,1567,4403.27,-0.35,200,2601,390993375.5,390993375.5
400221,太安堂3,0.23,0.23,0.23,0.23,1587,365.01,4.55,5498,6852,172156546.75,176357836.0
400224,苏阳光5,0.19,0.19,0.19,0.19,2715,515.85,0.0,27214,113529,219461185.68,338834661.94
400225,中南3,0.08,0.08,0.08,0.08,10645,851.6,-11.11,89420,80983,304698958.24,306124712.08
400227,利能5,0.66,0.66,0.66,0.66,14992,9894.72,-4.35,0,104115,1282480989.24,2350010648.04
400231,保力新3,0.12,0.12,0.12,0.12,75851,9102.12,0.0,24033,45834,495827836.44,531070964.04
400232,左江5,2.08,2.08,2.08,2.08,1773,3687.84,-3.7,972,216,84864000.0,212222400.0
400233,美吉姆3,0.08,0.08,0.08,0.08,3432,274.56,0.0,30602,33105,65493424.24,65779034.4
400234,迪马3,0.16,0.16,0.16,0.16,12329,1972.64,-5.88,0,49228,398641005.44,398641005.44
400236,中银5,0.42,0.42,0.42,0.42,84283,35398.86,0.0,26387,44615,1783440933.96,1783440933.96
400237,天通5,0.95,0.95,0.95,0.95,28567,27138.65,-5.0,0,186852,1148032462.8,1148032462.8
400238,贵天成3,0.55,0.55,0.55,0.55,3486,1917.3,-3.51,0,988,246182665.3,280062665.3
400239,联络3,0.23,0.23,0.23,0.23,13178,3030.94,-4.17,0,34200,484747297.58,500744425.25
400242,巴安3,0.15,0.15,0.15,0.15,1965,294.75,0.0,2933,24976,82665434.55,100465049.85
400246,新纶3,0.28,0.28,0.28,0.28,8459,2368.52,3.7,7246,4656,322319918.76,322620085.76
400247,航高5,0.39,0.39,0.39,0.39,25987,10134.93,-4.88,0,25578,860885150.97,976537740.75
400250,鼎龙5,0.31,0.31,0.31,0.31,5124,1588.44,0.0,4005,11627,255717369.09,285198338.09
400251,海印5,0.27,0.27,0.27,0.27,23130,6245.1,0.0,43224,114268,500335400.25,677496084.39
400253,威创3,0.19,0.19,0.19,0.19,2452,465.88,-5.0,5415,15539,112170182.58,172180783.69
400255,亚星3,3.02,3.02,3.02,3.02,151,456.02,0.33,135,126,863720000.0,863720000.0
400256,鹏都5,0.17,0.17,0.17,0.17,27657,4701.69,0.0,32201,96436,572978241.65,1083624384.96
400258,博信3,0.35,0.35,0.35,0.35,1078,377.3,-2.78,4087,11274,80500000.0,80500000.0
400259,津信科3,0.23,0.23,0.23,0.23,24409,5614.07,-4.17,985,34150,571056093.4,784620703.49
400260,大药5,0.61,0.61,0.61,0.61,2860,1744.6,3.39,414,0,106943886.67,134017000.0
400261,伊立浦3,0.16,0.16,0.16,0.16,2174,347.84,6.67,16414,12753,89107200.0,89107200.0
400262,嘉寓3,0.10,0.10,0.10,0.10,8700,870.0,-9.09,44814,65918,71676000.0,71676000.0
400265,富润3,0.20,0.20,0.20,0.20,4270,854.0,-4.76,8279,11816,101179469.8,101484146.4
400270,龙津5,0.48,0.48,0.48,0.48,1066,511.68,0.0,2200,4607,191393376.48,192240000.0
400271,龙宇5,3.44,3.44,3.44,3.44,3415,11747.6,-4.97,0,842,825392313.44,1294449068.96
400272,鹏博士3,0.11,0.11,0.11,0.11,16003,1760.33,-8.33,15861,54488,143372817.5,182321029.66
400274,人人乐3,0.38,0.38,0.38,0.38,870,330.6,0.0,2847,1091,167200000.0,167200000.0
400276,海越3,0.97,0.97,0.97,0.97,3217,3120.49,3.19,1417,3823,265853605.54,454100130.08
400279,中程3,0.60,0.60,0.60,0.60,21735,13041.0,1.69,1206,19470,196183158.0,449685000.0
400283,高鸿3,0.22,0.22,0.22,0.22,9420,2072.4,0.0,8327,81910,216233071.34,254729204.4
400286,苏药发3,0.36,0.36,0.36,0.36,22393,8061.48,2.86,69174,0,211583112.48,255916612.8
400288,奥维3,0.29,0.29,0.29,0.29,3283,952.07,-3.33,0,278246,80249457.43,100586504.93
400289,德邦5,11.93,11.93,11.93,11.93,136,1622.48,4.93,20,0,12068012049.91,12068012049.91
400291,立方3,0.17,0.17,0.17,0.17,53578,9108.26,-5.56,0,194100,60324032.67,109090090.72
420008,水仙B3,0.026,0.026,0.026,0.026,45,1.17,0.0,5,58,2860000.0,6146426.0
420063,武锅B5,0.070,0.070,0.070,0.070,50,3.5,0.0,543,1244,8750000.0,20790000.0
420120,绿庭B5,0.019,0.019,0.019,0.019,103,1.96,5.56,3325,451,6445220.36,13300520.05
420153,海创B3,0.029,0.029,0.029,0.029,10,0.29,3.57,811,238,9570000.0,37801500.0
420178,山航B3,0.206,0.206,0.206,0.206,37,7.62,-3.74,584,427,28840000.0,82400000.0
420223,凯马B3,0.029,0.029,0.029,0.029,35,1.02,0.0,834,398,17388958.13,18560000.0
420244,建车B3,0.260,0.260,0.260,0.260,30,7.8,-0.38,90,324,7800000.0,31037500.0
