代码,名称,开盘,最高,最低,收盘,成交量(手),成交额(元),涨跌幅(%),买量(手),卖量(手),流通市值(元),总市值(元)
400210,博天5,0.57,0.57,0.57,0.57,1676,955.32,-3.39,624,4621,478881352.11,550500756.57
400212,民生5,0.84,0.84,0.84,0.84,108,90.72,-2.33,216,755,446772054.96,446772054.96
400214,世茂3,0.23,0.23,0.23,0.23,5640,1297.2,0.0,6380,12863,247751949.24,862768700.03
400215,商业城5,3.24,3.24,3.24,3.24,9707,31450.68,-4.99,0,11637,1214816933.52,1388060060.76
400216,中资5,0.39,0.39,0.39,0.39,750,292.5,0.0,370,3219,134550000.0,134550000.0
400217,正源3,0.10,0.10,0.10,0.10,10042,1004.2,0.0,20470,32544,151031187.5,151055000.0
400219,碳元5,0.39,0.39,0.39,0.39,1888,736.32,0.0,1100,8699,66998367.15,81582228.0
400220,同达5,2.96,2.96,2.96,2.96,2699,7989.04,4.96,231,37,411864908.0,411864908.0
400221,太安堂3,0.22,0.22,0.22,0.22,3238,712.36,-4.35,0,13743,164671479.5,168690104.0
400224,苏阳光5,0.19,0.19,0.19,0.19,6795,1291.05,0.0,24707,25418,219461185.68,338834661.94
400225,中南3,0.08,0.08,0.08,0.08,83743,6699.44,0.0,57832,48589,304698958.24,306124712.08
400227,利能5,0.63,0.63,0.63,0.63,24477,15420.51,0.0,11324,14800,1224186398.82,2243191982.22
400231,保力新3,0.12,0.12,0.12,0.12,54314,6517.68,0.0,87327,37794,495827836.44,531070964.04
400232,左江5,2.17,2.17,2.17,2.17,987,2141.79,0.93,219,1464,88536000.0,221405100.0
400233,美吉姆3,0.07,0.07,0.07,0.07,6663,466.41,-12.5,33777,25062,57306746.21,57556655.1
400234,迪马3,0.15,0.15,0.15,0.15,29634,4445.1,-6.25,23813,28915,373725942.6,373725942.6
400236,中银5,0.42,0.42,0.42,0.42,52269,21952.98,0.0,21559,43984,1783440933.96,1783440933.96
400237,天通5,0.95,0.95,0.95,0.95,34615,32884.25,4.4,77727,0,1148032462.8,1148032462.8
400238,贵天成3,0.55,0.55,0.55,0.55,2828,1555.4,0.0,6726,6145,246182665.3,280062665.3
400239,联络3,0.23,0.23,0.23,0.23,11451,2633.73,0.0,25436,39483,484747297.58,500744425.25
400242,巴安3,0.15,0.15,0.15,0.15,3272,490.8,0.0,13148,22766,82665434.55,100465049.85
400246,新纶3,0.28,0.28,0.28,0.28,10441,2923.48,0.0,2715,11540,322319918.76,322620085.76
400247,航高5,0.40,0.40,0.40,0.40,10085,4034.0,0.0,29832,76367,882959129.2,1001577170.0
400250,鼎龙5,0.30,0.30,0.30,0.30,4116,1234.8,-3.23,6830,7834,247468421.7,275998391.7
400251,海印5,0.27,0.27,0.27,0.27,75163,20294.01,0.0,68313,151540,500335400.25,677496084.39
400253,威创3,0.20,0.20,0.20,0.20,3821,764.2,5.26,18182,1387,118073876.4,181242930.2
400255,亚星3,3.01,3.01,3.01,3.01,15,45.15,-0.33,0,153,860860000.0,860860000.0
400256,鹏都5,0.17,0.17,0.17,0.17,15390,2616.3,6.25,129283,153374,572978241.65,1083624384.96
400258,博信3,0.35,0.35,0.35,0.35,4036,1412.6,0.0,3154,3634,80500000.0,80500000.0
400259,津信科3,0.23,0.23,0.23,0.23,13817,3177.91,0.0,10042,61594,571056093.4,784620703.49
400260,大药5,0.60,0.60,0.60,0.60,1647,988.2,0.0,3055,2656,105190708.2,131820000.0
400261,伊立浦3,0.16,0.16,0.16,0.16,9747,1559.52,0.0,11143,14388,89107200.0,89107200.0
400262,嘉寓3,0.10,0.10,0.10,0.10,4058,405.8,0.0,31699,69940,71676000.0,71676000.0
400265,富润3,0.20,0.20,0.20,0.20,3348,669.6,0.0,19884,7436,101179469.8,101484146.4
400270,龙津5,0.47,0.47,0.47,0.47,3065,1440.55,0.0,5581,2669,187406014.47,188235000.0
400271,龙宇5,3.44,3.44,3.44,3.44,2530,8703.2,0.0,144,590,825392313.44,1294449068.96
400272,鹏博士3,0.11,0.11,0.11,0.11,15319,1685.09,0.0,61394,51846,143372817.5,182321029.66
400274,人人乐3,0.37,0.37,0.37,0.37,677,250.49,-2.63,2482,2520,162800000.0,162800000.0
400276,海越3,1.00,1.00,1.00,1.00,6254,6254.0,3.09,671,3248,274075882.0,468144464.0
400279,中程3,0.61,0.61,0.61,0.61,20400,12444.0,1.67,644,6406,199452877.3,457179750.0
400283,高鸿3,0.22,0.22,0.22,0.22,12782,2812.04,0.0,24265,35117,216233071.34,254729204.4
400286,苏药发3,0.37,0.37,0.37,0.37,54714,20244.18,2.78,2062,85255,217460421.16,263025407.6
400288,奥维3,0.28,0.28,0.28,0.28,1163,325.64,-3.45,0,321186,77482234.76,97118004.76
400289,德邦5,12.99,12.99,12.99,12.99,151,1961.49,4.93,2,33,13140274646.13,13140274646.13
400291,立方3,0.16,0.16,0.16,0.16,58970,9435.2,-5.88,0,116448,56775560.16,102673026.56
420008,水仙B3,0.026,0.026,0.026,0.026,30,0.78,0.0,330,1392,2860000.0,6146426.0
420016,R金田B1,0.015,0.015,0.015,0.015,42,0.63,0.0,20,587,1336262.43,6001804.29
420063,武锅B5,0.064,0.064,0.064,0.064,565,36.16,-4.48,0,1286,8000000.0,19008000.0
420073,上普B5,0.226,0.226,0.226,0.226,131,29.61,-0.44,155,633,28204800.0,86382926.16
420085,东沣B5,0.018,0.018,0.018,0.018,1,0.02,0.0,0,9,6917201.84,11323681.49
420120,绿庭B5,0.019,0.019,0.019,0.019,40,0.76,0.0,2263,1865,6445220.36,13300520.05
420140,东海B5,0.048,0.048,0.048,0.048,10,0.48,0.0,1,10,4224000.0,17476800.0
420153,海创B3,0.029,0.029,0.029,0.029,38,1.1,0.0,74,0,9570000.0,37801500.0
420178,山航B3,0.206,0.206,0.206,0.206,301,62.01,0.0,313,60,28840000.0,82400000.0
420223,凯马B3,0.029,0.029,0.029,0.029,449,13.02,0.0,474,3018,17388958.13,18560000.0
420244,建车B3,0.273,0.273,0.273,0.273,172,46.96,5.0,479,0,8190000.0,32589375.0
420273,凌云B5,0.055,0.055,0.055,0.055,856,47.08,0.0,60,1853,16935600.0,19195000.0
