代码,名称,开盘,最高,最低,收盘,成交量(手),成交额(元),涨跌幅(%),买量(手),卖量(手),流通市值(元),总市值(元)
400149,金泰5,0.59,0.59,0.59,0.59,215,126.85,0.0,389,6000,87383217.32,87383217.32
400150,R同济堂1,0.10,0.10,0.10,0.10,32648,3264.8,0.0,16239,13571,138961881.1,143966294.5
400151,天首5,0.96,0.96,0.96,0.96,253,242.88,-2.04,570,372,308889836.16,308949141.12
400152,R成城1,0.10,0.10,0.10,0.10,1332,133.2,-9.09,3253,5684,33644160.0,33644160.0
400153,海创A3,0.28,0.28,0.28,0.28,1125,315.0,-3.45,0,39287,272576850.0,364980000.0
400154,R北讯1,0.07,0.07,0.07,0.07,10412,728.84,0.0,18079,45763,59578700.09,76103423.2
400155,R海医1,0.86,0.86,0.86,0.86,5584,4802.24,4.88,250,3948,875194777.56,875246377.56
400156,R斯太1,0.06,0.06,0.06,0.06,3434,206.04,0.0,18398,56002,33557962.08,46310677.68
400157,R长影1,0.08,0.08,0.08,0.08,5638,451.04,0.0,1624,38184,42032148.4,42034390.24
400160,荣华3,0.26,0.26,0.26,0.26,7347,1910.22,-3.7,0,9338,173052490.0,173056000.0
400161,金洲3,0.11,0.11,0.11,0.11,19283,2121.13,0.0,53114,117559,183256135.7,233612426.3
400163,计通5,1.63,1.63,1.63,1.63,166,270.58,-2.98,777,633,273765963.77,273840000.0
400164,R吉艾1,0.06,0.06,0.06,0.06,33259,1995.54,0.0,5342,398590,46120221.18,53167425.9
400165,蓝光3,0.06,0.06,0.06,0.06,39575,2374.5,20.0,385790,204536,181726941.72,182095826.1
400166,宜康3,0.10,0.10,0.10,0.10,5637,563.7,0.0,8677,36033,80599024.2,87769755.7
400167,未来3,0.12,0.12,0.12,0.12,27306,3276.72,-7.69,0,80700,51277002.6,61927886.4
400169,江科宏3,0.17,0.17,0.17,0.17,8307,1412.19,-5.56,6503,32153,196903919.5,196903919.5
400170,运盛5,0.31,0.31,0.31,0.31,186,57.66,-3.13,0,1535,71579996.03,105713156.42
400171,R庞大1,0.13,0.13,0.13,0.13,122914,15978.82,0.0,185017,79755,1023347358.15,1329539259.1
400172,R中昌1,0.09,0.09,0.09,0.09,11112,1000.08,-10.0,0,10453,37129819.05,41099860.98
400173,银河3,0.34,0.34,0.34,0.34,5627,1913.18,0.0,190,9745,284891106.12,373969999.08
400175,R和佳1,0.21,0.21,0.21,0.21,74816,15711.36,5.0,4661,0,165826176.81,165864496.56
400176,奇信3,0.15,0.15,0.15,0.15,3907,586.05,-6.25,0,18202,22737892.5,33750000.0
400177,阳竹5,1.67,1.67,1.67,1.67,1090,1820.3,-1.18,3762,630,451355576.0,451355576.0
400179,顺利3,0.14,0.14,0.14,0.14,7329,1026.06,0.0,18745,2802,107211909.42,107211909.42
400180,R新文化1,0.07,0.07,0.07,0.07,23627,1653.89,0.0,43707,57136,53795370.09,56436113.44
400181,R紫晶1,0.17,0.17,0.17,0.17,3423,581.91,-5.56,0,4551,22441083.41,32364855.51
400183,R泽达1,0.36,0.36,0.36,0.36,1772,637.92,-2.7,0,6448,13562316.0,29919600.0
400184,R必康1,0.60,0.60,0.60,0.60,19492,11695.2,-4.76,0,81058,550815916.2,919370345.4
400185,R中潜1,0.16,0.16,0.16,0.16,10159,1625.44,6.67,14804,0,30595295.36,32679834.88
400186,美置3,0.06,0.06,0.06,0.06,86944,5216.64,0.0,92695,40840,145068031.14,146648269.98
400188,R易尚1,0.19,0.19,0.19,0.19,3850,731.5,-5.0,102,2,22614138.58,29360626.47
400189,广文城3,0.08,0.08,0.08,0.08,4920,393.6,0.0,9360,8879,25528976.64,38484549.6
400190,R深大通1,0.33,0.33,0.33,0.33,19,6.27,-2.94,0,206867,57285517.41,172516548.27
400191,粤泰3,0.10,0.10,0.10,0.10,11873,1187.3,0.0,16904,45307,253624787.0,253624787.0
400192,宋都5,0.24,0.24,0.24,0.24,3089,741.36,4.35,2363,12477,177638473.92,321629358.24
400193,嘉凯城3,0.06,0.06,0.06,0.06,20539,1232.34,0.0,222573,471008,108251490.0,108251490.0
400194,R蓝盾1,0.06,0.06,0.06,0.06,21734,1304.04,0.0,99703,295359,118969187.7,74992756.26
400195,泰禾3,0.06,0.06,0.06,0.06,26321,1579.26,0.0,143611,216226,149101550.88,149334086.4
400196,R紫鑫1,0.11,0.11,0.11,0.11,85730,9430.3,-8.33,3416,11405,122328832.01,140883580.86
400197,天润3,0.11,0.11,0.11,0.11,4544,499.84,0.0,23300,31567,92019241.93,166160172.53
400199,阳光城3,0.06,0.06,0.06,0.06,45260,2715.6,20.0,248517,389747,245954190.3,248422977.0
400200,R弘高1,0.09,0.09,0.09,0.09,3063,275.67,0.0,9309,24121,37302657.39,92322047.07
400201,海投5,0.47,0.47,0.47,0.47,3288,1545.36,-2.08,15649,19228,670313757.95,672210179.75
400202,R经纬1,5.24,5.24,5.24,5.24,31,162.44,-3.32,12,342,1538880150.32,3689641200.0
400204,柏龙3,0.10,0.10,0.10,0.10,8432,843.2,0.0,37042,89175,43334208.0,53798910.6
400205,泛海3,0.11,0.11,0.11,0.11,23796,2617.56,-8.33,93647,120532,274384443.52,571582072.16
400206,R爱迪1,0.07,0.07,0.07,0.07,8568,599.76,0.0,7650,55617,26498585.82,31784275.39
400208,金鹤5,0.25,0.25,0.25,0.25,16206,4051.5,0.0,30578,45301,308838539.5,392876339.5
400209,新海宜3,0.10,0.10,0.10,0.10,12449,1244.9,0.0,22367,97597,112692970.0,137466961.6
400210,博天5,0.56,0.56,0.56,0.56,1329,744.24,-1.75,1810,4610,470479924.88,540842848.56
400211,R星源1,0.15,0.15,0.15,0.15,4968,745.2,0.0,2948,53098,132460976.4,158780526.3
400212,民生5,0.82,0.82,0.82,0.82,501,410.82,1.23,219,2190,436134625.08,436134625.08
400213,R美盛1,0.19,0.19,0.19,0.19,18406,3497.14,0.0,9119,10422,167070269.14,172818817.75
400214,世茂3,0.23,0.23,0.23,0.23,6351,1460.73,0.0,1381,21161,247751949.24,862768700.03
400215,商业城5,3.08,3.08,3.08,3.08,1685,5189.8,0.0,315,8659,1154825973.84,1319513884.92
400216,中资5,0.37,0.37,0.37,0.37,1072,396.64,-2.63,786,2988,127650000.0,127650000.0
400217,正源3,0.10,0.10,0.10,0.10,20680,2068.0,0.0,19913,29157,151031187.5,151055000.0
400219,碳元5,0.38,0.38,0.38,0.38,1219,463.22,-5.0,554,5074,65280460.3,79490376.0
400220,同达5,3.10,3.10,3.10,3.10,1999,6196.9,2.31,25,2294,431345005.0,431345005.0
400221,太安堂3,0.21,0.21,0.21,0.21,9621,2020.41,-4.55,0,11626,157186412.25,161022372.0
400222,R园城1,0.13,0.13,0.13,0.13,2668,346.84,-7.14,0,8586,24446681.61,29149486.86
400224,苏阳光5,0.19,0.19,0.19,0.19,4736,899.84,0.0,19951,33355,219461185.68,338834661.94
400225,中南3,0.08,0.08,0.08,0.08,20027,1602.16,0.0,49267,56596,304698958.24,306124712.08
400226,R易连1,0.14,0.14,0.14,0.14,19842,2777.88,0.0,3357,58798,74873878.8,93653430.08
400227,利能5,0.63,0.63,0.63,0.63,17480,11012.4,1.61,7257,31150,1224186398.82,2243191982.22
400228,R三盛1,0.14,0.14,0.14,0.14,4018,562.52,0.0,4756,34858,32465524.56,52402903.7
400229,R越博1,0.12,0.12,0.12,0.12,878,105.36,0.0,4174,6108,11874017.88,16955691.12
400230,R高升1,0.11,0.11,0.11,0.11,8331,916.41,0.0,18023,26406,93493059.55,115344913.86
400231,保力新3,0.12,0.12,0.12,0.12,47473,5696.76,0.0,38864,52043,495827836.44,531070964.04
400232,左江5,2.10,2.10,2.10,2.10,1150,2415.0,-4.55,575,231,85680000.0,214263000.0
400233,美吉姆3,0.07,0.07,0.07,0.07,13785,964.95,0.0,16510,6941,57306746.21,57556655.1
400234,迪马3,0.15,0.15,0.15,0.15,13010,1951.5,0.0,25733,6978,373725942.6,373725942.6
400235,R爱康1,0.06,0.06,0.06,0.06,137988,8279.28,-14.29,125754,272115,268532093.16,268771951.38
400236,中银5,0.40,0.40,0.40,0.40,96355,38542.0,-4.76,0,101640,1698515175.2,1698515175.2
400237,天通5,0.87,0.87,0.87,0.87,59633,51880.71,-4.4,0,74285,1051356044.88,1051356044.88
400238,贵天成3,0.53,0.53,0.53,0.53,5973,3165.69,-3.64,0,9982,237230568.38,269878568.38
400239,联络3,0.22,0.22,0.22,0.22,13212,2906.64,-4.35,11568,36412,463671328.12,478972928.5
400240,R长康1,0.21,0.21,0.21,0.21,5779,1213.59,-4.55,97,33708,136264484.37,259556434.2
400242,巴安3,0.14,0.14,0.14,0.14,3746,524.44,-6.67,12996,18859,77154405.58,93767379.86
400243,R超华1,0.12,0.12,0.12,0.12,36191,4342.92,-7.69,0,32474,95609833.8,111797249.28
400245,R汇车1,0.06,0.06,0.06,0.06,2724866,163491.96,0.0,2822720,2806650,1109916750.48,1081720269.48
400246,新纶3,0.28,0.28,0.28,0.28,4404,1233.12,0.0,1299,16259,322319918.76,322620085.76
400247,航高5,0.39,0.39,0.39,0.39,19729,7694.31,0.0,34449,37950,860885150.97,976537740.75
400248,R通达1,0.15,0.15,0.15,0.15,22372,3355.8,0.0,4569,31631,199357619.1,239351819.4
400249,R深天1,0.48,0.48,0.48,0.48,163,78.24,4.35,2186,0,44216543.52,66602995.2
400250,鼎龙5,0.29,0.29,0.29,0.29,13882,4025.78,-3.33,9025,8060,239219474.31,266798445.31
400251,海印5,0.27,0.27,0.27,0.27,46784,12631.68,0.0,66981,156139,500335400.25,677496084.39
400252,R美尚1,0.07,0.07,0.07,0.07,16379,1146.53,-12.5,9361,56379,34842039.26,47199564.16
400253,威创3,0.20,0.20,0.20,0.20,4024,804.8,0.0,9905,10120,118073876.4,181242930.2
400254,R旭电A1,0.19,0.19,0.19,0.19,46788,8889.72,0.0,5454,90128,848633832.64,1070222490.12
400255,亚星3,2.96,2.96,2.96,2.96,25,74.0,-1.66,48,95,846560000.0,846560000.0
400256,鹏都5,0.16,0.16,0.16,0.16,35297,5647.52,-5.88,73427,124354,539273639.2,1019881774.08
400257,R美讯1,0.15,0.15,0.15,0.15,6249,937.35,-6.25,1347,7706,26441088.75,42807147.9
400258,博信3,0.35,0.35,0.35,0.35,2895,1013.25,0.0,1319,6180,80500000.0,80500000.0
400259,津信科3,0.22,0.22,0.22,0.22,21262,4677.64,-4.35,0,38597,546227567.6,750506759.86
400260,大药5,0.60,0.60,0.60,0.60,2294,1376.4,-1.64,2610,2171,105190708.2,131820000.0
400261,伊立浦3,0.15,0.15,0.15,0.15,13563,2034.45,-6.25,6126,20474,83538000.0,83538000.0
400262,嘉寓3,0.10,0.10,0.10,0.10,19027,1902.7,0.0,15932,73089,71676000.0,71676000.0
400263,R旭蓝1,0.19,0.19,0.19,0.19,34526,6559.94,0.0,5050,11819,170180948.19,282506035.3
400264,R东方1,0.24,0.24,0.24,0.24,184549,44291.76,4.35,44499,0,691185218.4,878098784.4
400265,富润3,0.20,0.20,0.20,0.20,7752,1550.4,0.0,16637,8790,101179469.8,101484146.4
400267,R鑫升1,4.96,4.96,4.96,4.96,1203,5966.88,-4.98,0,1728,3883174005.6,3883807769.6
400268,R产融1,1.49,1.49,1.49,1.49,1596,2378.04,4.93,47,3523,13118593001.17,13143555762.36
400269,R吉药1,0.13,0.13,0.13,0.13,36903,4797.39,0.0,12411,221682,83704546.12,86581907.62
400270,龙津5,0.47,0.47,0.47,0.47,3423,1608.81,0.0,2115,8697,187406014.47,188235000.0
400271,龙宇5,3.44,3.44,3.44,3.44,2796,9618.24,0.0,1691,546,825392313.44,1294449068.96
400272,鹏博士3,0.11,0.11,0.11,0.11,28521,3137.31,0.0,49684,55081,143372817.5,182321029.66
400274,人人乐3,0.36,0.36,0.36,0.36,781,281.16,-2.7,0,4352,158400000.0,158400000.0
400275,R工智1,0.45,0.45,0.45,0.45,18869,8491.05,4.65,54877,0,298153327.95,342421909.65
400276,海越3,0.95,0.95,0.95,0.95,5890,5595.5,-5.0,0,8738,260372087.9,444737240.8
400277,R恒立1,0.10,0.10,0.10,0.10,9491,949.1,0.0,26163,66235,34922600.0,42522600.0
400278,R九有1,0.06,0.06,0.06,0.06,46414,2784.84,-14.29,85925,94140,31427100.0,37024800.0
400279,中程3,0.64,0.64,0.64,0.64,7199,4607.36,4.92,523,6452,209262035.2,479664000.0
400281,R天茂1,1.60,1.60,1.60,1.60,3320,5312.0,0.0,17830,1835,1027706153.6,7846622664.0
400282,R紫天1,0.28,0.28,0.28,0.28,3243,908.04,-3.45,0,24997,36538647.32,45378408.32
400283,高鸿3,0.21,0.21,0.21,0.21,8908,1870.68,-4.55,24092,30132,206404295.37,243150604.2
400284,R元成1,0.20,0.20,0.20,0.20,4708,941.6,-4.76,0,138775,56735750.4,65146714.4
400285,R广道1,0.34,0.34,0.34,0.34,4545,1545.3,-2.86,0,19412,13916226.18,22779966.0
400286,苏药发3,0.36,0.36,0.36,0.36,14780,5320.8,-2.7,0,138719,211583112.48,255916612.8
400287,R东方通1,1.56,1.56,1.56,1.56,18526,28900.56,-4.88,0,29281,805259234.52,870359611.68
400288,奥维3,0.27,0.27,0.27,0.27,2024,546.48,-3.57,0,267614,74715012.09,93649504.59
400289,德邦5,12.96,12.96,12.96,12.96,108,1399.68,0.23,9,351,13109927591.52,13109927591.52
400290,R长药1,0.14,0.14,0.14,0.14,14840,2077.6,-6.67,0,236013,38672376.26,49047055.68
400291,立方3,0.15,0.15,0.15,0.15,100930,15139.5,-6.25,30392,34452,53227087.65,96255962.4
420008,水仙B3,0.025,0.025,0.025,0.025,32,0.8,-3.85,0,434,2750000.0,5910025.0
420016,R金田B1,0.016,0.016,0.016,0.016,95,1.52,6.67,399,0,1425346.59,6401924.58
420063,武锅B5,0.058,0.058,0.058,0.058,262,15.2,-4.92,0,525,7250000.0,17226000.0
420073,上普B5,0.216,0.216,0.216,0.216,200,43.2,-4.42,66,470,26956800.0,82560672.79
420085,东沣B5,0.019,0.019,0.019,0.019,37,0.7,0.0,0,81,7301490.83,11952774.9
420108,R鹏起B1,0.010,0.010,0.010,0.010,208,2.08,-9.09,0,1281,2412861.0,17527737.58
420120,绿庭B5,0.019,0.019,0.019,0.019,10,0.19,0.0,1576,1915,6445220.36,13300520.05
420140,东海B5,0.048,0.048,0.048,0.048,4,0.19,0.0,0,5,4224000.0,17476800.0
420153,海创B3,0.028,0.028,0.028,0.028,58,1.62,-3.45,0,302,9240000.0,36498000.0
420178,山航B3,0.196,0.196,0.196,0.196,658,128.97,-4.85,0,359,27440000.0,78400000.0
420223,凯马B3,0.029,0.029,0.029,0.029,492,14.27,0.0,508,2740,17388958.13,18560000.0
420244,建车B3,0.286,0.286,0.286,0.286,178,50.91,4.76,686,0,8580000.0,34141250.0
420254,R旭电B1,0.017,0.017,0.017,0.017,3000,51.0,6.25,2568,2869,4250000.02,95756749.12
420273,凌云B5,0.051,0.051,0.051,0.051,399,20.35,-3.77,0,3160,15703920.0,17799000.0
