代码,名称,开盘,最高,最低,收盘,成交量(手),成交额(元),涨跌幅(%),买量(手),卖量(手),流通市值(元),总市值(元)
400227,利能5,0.63,0.63,0.63,0.63,21960,13834.8,-4.55,0,9494,1224186398.82,2243191982.22
400232,左江5,2.15,2.15,2.15,2.15,840,1806.0,3.37,158,485,87720000.0,219364500.0
400236,中银5,0.42,0.42,0.42,0.42,54822,23025.24,0.0,25408,77666,1783440933.96,1783440933.96
400237,天通5,0.91,0.91,0.91,0.91,29602,26937.82,-4.21,0,86854,1099694253.84,1099694253.84
400247,航高5,0.40,0.40,0.40,0.40,18646,7458.4,2.56,26278,18077,882959129.2,1001577170.0
400250,鼎龙5,0.31,0.31,0.31,0.31,3863,1197.53,0.0,7651,5971,255717369.09,285198338.09
400251,海印5,0.27,0.27,0.27,0.27,27495,7423.65,0.0,53013,200756,500335400.25,677496084.39
400256,鹏都5,0.16,0.16,0.16,0.16,115681,18508.96,-5.88,47027,119966,539273639.2,1019881774.08
400260,大药5,0.60,0.60,0.60,0.60,718,430.8,-1.64,3630,5355,105190708.2,131820000.0
400270,龙津5,0.47,0.47,0.47,0.47,2161,1015.67,-2.08,7745,10853,187406014.47,188235000.0
400271,龙宇5,3.44,3.44,3.44,3.44,1365,4695.6,0.0,184,729,825392313.44,1294449068.96
400289,德邦5,12.38,12.38,12.38,12.38,103,1275.14,3.77,0,24,12523217869.06,12523217869.06
420063,武锅B5,0.067,0.067,0.067,0.067,548,36.72,-4.29,0,3856,8375000.0,19899000.0
420085,东沣B5,0.018,0.018,0.018,0.018,10,0.18,-5.26,9994,3102,6917201.84,11323681.49
420120,绿庭B5,0.019,0.019,0.019,0.019,2,0.04,0.0,100,2034,6445220.36,13300520.05
420273,凌云B5,0.055,0.055,0.055,0.055,150,8.25,-1.79,49,1448,16935600.0,19195000.0
