代码,名称,开盘,最高,最低,收盘,成交量(手),成交额(元),涨跌幅(%),买量(手),卖量(手),总市值(元)
400119,西创5,1.050,1.050,1.050,1.050,5545.000,5822.25,0.0,373,11678,1147717596.9
400120,绿庭A5,0.290,0.290,0.290,0.290,15399.000,4465.71,3.57,1880,2412,203007937.59
400121,R天源1,0.00,0.00,0.00,0.22,0,0.0,0.0,0,0,0.0
400122,域潇5,2.390,2.390,2.390,2.390,6760.000,16156.4,3.91,464,10104,1990161360.22
400123,昌鱼3,0.180,0.180,0.180,0.180,892.000,160.56,5.88,5657,0,91590702.84
400124,中房5,0.190,0.190,0.190,0.190,2366.000,449.54,0.0,7236,4653,110047035.75
400125,明科5,0.750,0.750,0.750,0.750,756.000,567.0,1.35,1802,17149,328059393.0
400126,R华讯1,0.230,0.230,0.230,0.230,6729.000,1547.67,0.0,0,15971,176225853.26
400127,R腾邦1,0.00,0.00,0.00,0.13,0,0.0,0.0,0,0,0.0
400128,罗顿5,0.570,0.570,0.570,0.570,211.000,120.27,0.0,3147,564,250236366.33
400129,圣莱达3,0.170,0.170,0.170,0.170,2149.000,365.33,0.0,2003,2855,27200000.0
400130,新光3,0.230,0.230,0.230,0.230,3716.000,854.68,4.55,3433,8491,420457575.45
400131,科迪5,0.810,0.810,0.810,0.810,3356.000,2718.36,3.85,10614,2826,1596317247.54
400132,易见3,0.150,0.150,0.150,0.150,3895.000,584.25,0.0,3338,2478,168367125.0
400133,R丹邦1,0.260,0.260,0.260,0.260,10042.000,2610.92,0.0,12521,0,142459200.0
400135,众应3,0.090,0.090,0.090,0.090,9882.000,889.38,0.0,7507,23659,46961494.92
400136,R世节1,0.58,0.58,0.58,0.58,3412,1978.96,-4.92,0,18474,303455805.7
400137,R环球1,0.08,0.08,0.08,0.08,12300,984.0,0.0,4901,24391,37597600.0
400138,欣盛5,0.620,0.620,0.620,0.620,542.000,336.04,3.33,1022,2044,114588156.34
400139,R晨臻1,0.07,0.07,0.07,0.07,81387,5697.09,0.0,22198,209629,99903510.0
400140,东海A5,0.700,0.700,0.700,0.700,3152.000,2206.4,-1.41,110,2288,254870000.0
400141,R数知1,0.07,0.07,0.07,0.07,19358,1355.06,0.0,12553,53785,82027898.61
400142,宝德5,0.750,0.750,0.750,0.750,62.000,46.5,-2.6,865,296,237080081.25
400143,德威5,1.050,1.050,1.050,1.050,5794.000,6083.7,2.94,8778,11191,1428611222.85
400144,猛狮3,0.230,0.230,0.230,0.230,10949.000,2518.27,0.0,2185,11943,130496109.47
400145,网力3,0.170,0.170,0.170,0.170,2196.000,373.32,6.25,9637,39972,203281327.72
400146,聚龙5,0.350,0.350,0.350,0.350,5227.000,1829.45,0.0,606,4140,192326400.0
400147,当代3,0.360,0.360,0.360,0.360,14558.000,5240.88,-2.7,0,70854,464257478.88
400148,R邦讯1,0.08,0.08,0.08,0.08,12273,981.84,0.0,22278,28708,25603200.0
400149,金泰5,0.590,0.590,0.590,0.590,3.000,1.77,-1.67,241,505,87383217.32
400150,R同济堂1,0.10,0.10,0.10,0.10,32769,3276.9,0.0,25256,51381,143966294.5
400151,天首5,1.000,1.000,1.000,1.000,170.000,170.0,0.0,436,396,321822022.0
400152,R成城1,0.120,0.120,0.120,0.120,4031.000,483.72,0.0,1471,16033,40372992.0
400153,海创A3,0.300,0.300,0.300,0.300,4726.000,1417.8,0.0,1583,14591,391050000.0
400154,R北讯1,0.07,0.07,0.07,0.07,9363,655.41,16.67,30599,41633,76103423.2
400155,R海医1,0.79,0.79,0.79,0.79,1666,1316.14,3.95,9345,0,804005393.34
400156,R斯太1,0.06,0.06,0.06,0.06,8358,501.48,0.0,15083,52727,46310677.68
400157,R长影1,0.08,0.08,0.08,0.08,19395,1551.6,-11.11,0,20703,42034390.24
400160,荣华3,0.260,0.260,0.260,0.260,5077.000,1320.02,-3.7,3299,1272,173056000.0
400161,金洲3,0.120,0.120,0.120,0.120,40845.000,4901.4,0.0,30612,79076,254849919.6
400162,R科林1,0.00,0.00,0.00,0.14,0,0.0,0.0,0,0,0.0
400163,计通5,1.550,1.550,1.550,1.550,1254.000,1943.7,0.0,652,134,260400000.0
400164,R吉艾1,0.06,0.06,0.06,0.06,31460,1887.6,0.0,27955,44360,53167425.9
400165,蓝光3,0.050,0.050,0.050,0.050,35343.000,1767.15,-16.67,254421,264438,151746521.75
400166,宜康3,0.100,0.100,0.100,0.100,7773.000,777.3,0.0,15157,35913,87769755.7
400167,未来3,0.150,0.150,0.150,0.150,9981.000,1497.15,0.0,47186,10605,77409858.0
400168,R辅仁1,0.00,0.00,0.00,0.70,0,0.0,0.0,0,0,0.0
400169,江科宏3,0.190,0.190,0.190,0.190,2645.000,502.55,0.0,15831,19960,220069086.5
400170,运盛5,0.330,0.330,0.330,0.330,232.000,76.56,0.0,3595,779,112533360.06
400171,R庞大1,0.14,0.14,0.14,0.14,112659,15772.26,0.0,137080,143555,1431811509.8
400172,R中昌1,0.10,0.10,0.10,0.10,6135,613.5,0.0,2193,17149,45666512.2
400173,银河3,0.290,0.290,0.290,0.290,964.000,279.56,3.57,20323,0,318974410.98
400174,中天3,0.00,0.00,0.00,0.40,0,0.0,0.0,0,0,0.0
400175,R和佳1,0.19,0.19,0.19,0.19,12350,2346.5,5.56,71371,0,150067877.84
400176,奇信3,0.160,0.160,0.160,0.160,311.000,49.76,0.0,9948,18686,36000000.0
400177,阳竹5,1.650,1.650,1.650,1.650,1686.000,2781.9,-1.79,1679,344,445950120.0
400179,顺利3,0.150,0.150,0.150,0.150,4291.000,643.65,0.0,16615,8636,114869902.95
400180,R新文化1,0.08,0.08,0.08,0.08,11699,935.92,14.29,44797,27464,64498415.36
400181,R紫晶1,0.19,0.19,0.19,0.19,3019,573.61,0.0,668,6381,36172485.57
400182,R腾信1,0.00,0.00,0.00,0.13,0,0.0,0.0,0,0,0.0
400183,R泽达1,0.38,0.38,0.38,0.38,2608,991.04,-5.0,1052,403,31581800.0
400184,R必康1,0.660,0.660,0.660,0.660,40565.000,26772.9,0.0,2456,6621,1011307379.94
400185,R中潜1,0.15,0.15,0.15,0.15,2277,341.55,0.0,4145,2871,30637345.2
400186,美置3,0.070,0.070,0.070,0.070,12686.000,888.02,0.0,73348,105883,171089648.31
400188,R易尚1,0.21,0.21,0.21,0.21,2403,504.63,-4.55,87,569,32451218.73
400189,广文城3,0.090,0.090,0.090,0.090,1817.000,163.53,0.0,14922,33667,43295118.3
400190,R深大通1,0.35,0.35,0.35,0.35,132,46.2,-2.78,0,192452,182972096.65
400191,粤泰3,0.090,0.090,0.090,0.090,12328.000,1109.52,-10.0,5154,48599,228262308.3
400192,宋都5,0.230,0.230,0.230,0.230,1782.000,409.86,0.0,2366,8746,308228134.98
400193,嘉凯城3,0.060,0.060,0.060,0.060,82761.000,4965.66,0.0,264767,357293,108251490.0
400194,R蓝盾1,0.06,0.06,0.06,0.06,59051,3543.06,20.0,88988,126214,74992756.26
400195,泰禾3,0.060,0.060,0.060,0.060,77769.000,4666.14,0.0,143449,189954,149334086.4
400196,R紫鑫1,0.12,0.12,0.12,0.12,17042,2045.04,9.09,15916,81738,153691179.12
400197,天润3,0.110,0.110,0.110,0.110,10669.000,1173.59,10.0,42957,6433,166160172.53
400198,R搜特1,0.00,0.00,0.00,0.07,0,0.0,0.0,0,0,0.0
400199,阳光城3,0.050,0.050,0.050,0.050,56174.000,2808.7,0.0,123213,411413,207019147.5
400200,R弘高1,0.09,0.09,0.09,0.09,10939,984.51,0.0,7082,16084,92322047.07
400201,海投5,0.490,0.490,0.490,0.490,2239.000,1097.11,0.0,15139,6887,700814868.25
400202,R经纬1,5.17,5.17,5.17,5.17,130,672.1,-4.96,58,84,3640352100.0
400204,柏龙3,0.090,0.090,0.090,0.090,7870.000,708.3,0.0,47443,64448,48419019.54
400205,泛海3,0.110,0.110,0.110,0.110,61178.000,6729.58,0.0,78947,22443,571582072.16
400206,R爱迪1,0.070,0.070,0.070,0.070,9291.000,650.37,0.0,28103,70092,31784275.39
400207,R鸿达1,0.00,0.00,0.00,0.12,0,0.0,0.0,0,0,0.0
400208,金鹤5,0.260,0.260,0.260,0.260,7073.000,1838.98,4.0,111040,17774,408591393.08
400209,新海宜3,0.100,0.100,0.100,0.100,25578.000,2557.8,11.11,46593,56135,137466961.6
400210,博天5,0.590,0.590,0.590,0.590,1152.000,679.68,3.51,3199,0,569816572.59
400211,R星源1,0.150,0.150,0.150,0.150,8652.000,1297.8,0.0,0,42095,158780526.3
400212,民生5,0.930,0.930,0.930,0.930,2184.000,2031.12,3.33,1254,101,494640489.42
400213,R美盛1,0.20,0.20,0.20,0.20,36984,7396.8,-4.76,0,34717,181914545.0
400214,世茂3,0.240,0.240,0.240,0.240,3697.000,887.28,0.0,1862,31072,900280382.64
400215,商业城5,3.060,3.060,3.060,3.060,1252.000,3831.12,-4.97,0,3786,1310945612.94
400216,中资5,0.380,0.380,0.380,0.380,2413.000,916.94,0.0,557,5428,131100000.0
400217,正源3,0.110,0.110,0.110,0.110,10724.000,1179.64,10.0,44120,4187,166160500.0
400218,R新纺1,0.00,0.00,0.00,0.19,0,0.0,0.0,0,0,0.0
400219,碳元5,0.360,0.360,0.360,0.360,1100.000,396.0,-2.7,2745,8825,75306672.0
400220,同达5,2.780,2.780,2.780,2.780,719.000,1998.82,4.91,405,0,386819069.0
400221,太安堂3,0.210,0.210,0.210,0.210,6821.000,1432.41,5.0,11492,11100,161022372.0
400222,R园城1,0.15,0.15,0.15,0.15,4452,667.8,-6.25,0,65104,33634023.3
400224,苏阳光5,0.190,0.190,0.190,0.190,2994.000,568.86,0.0,17108,25334,338834661.94
400225,中南3,0.080,0.080,0.080,0.080,25297.000,2023.76,0.0,145162,63726,306124712.08
400226,R易连1,0.14,0.14,0.14,0.14,7194,1007.16,0.0,9606,67709,93653430.08
400227,利能5,0.560,0.560,0.560,0.560,24150.000,13524.0,3.7,74776,0,1993948428.64
400228,R三盛1,0.14,0.14,0.14,0.14,8024,1123.36,0.0,5425,3497,52402903.7
400229,R越博1,0.12,0.12,0.12,0.12,1552,186.24,0.0,2012,8495,16955691.12
400230,R高升1,0.12,0.12,0.12,0.12,6060,727.2,0.0,2201,35954,125830815.12
400231,保力新3,0.130,0.130,0.130,0.130,50997.000,6629.61,0.0,35981,35790,575326877.71
400232,左江5,2.390,2.390,2.390,2.390,897.000,2143.83,-0.42,56,2779,243851700.0
400233,美吉姆3,0.080,0.080,0.080,0.080,3151.000,252.08,0.0,4245,36882,65779034.4
400234,迪马3,0.150,0.150,0.150,0.150,25015.000,3752.25,0.0,12482,8207,373725942.6
400235,R爱康1,0.07,0.07,0.07,0.07,136451,9551.57,0.0,40197,171766,313567276.61
400236,中银5,0.450,0.450,0.450,0.450,77231.000,34753.95,0.0,33511,33858,1910829572.1
400237,天通5,0.880,0.880,0.880,0.880,32243.000,28373.84,-4.35,0,209132,1063440597.12
400238,贵天成3,0.570,0.570,0.570,0.570,2603.000,1483.71,-3.39,1161,9123,290246762.22
400239,联络3,0.220,0.220,0.220,0.220,84604.000,18612.88,-4.35,0,54452,478972928.5
400240,R长康1,0.22,0.22,0.22,0.22,6464,1422.08,0.0,2111,17655,271916264.4
400242,巴安3,0.150,0.150,0.150,0.150,6362.000,954.3,0.0,3552,14532,100465049.85
400243,R超华1,0.14,0.14,0.14,0.14,36950,5173.0,-6.67,0,51560,130430124.16
400245,R汇车1,0.06,0.06,0.06,0.06,1737235,104234.1,0.0,1456116,3430285,1081720269.48
400246,新纶3,0.270,0.270,0.270,0.270,21307.000,5752.89,3.85,17133,0,311097939.84
400247,航高5,0.390,0.390,0.390,0.390,23311.000,9091.29,0.0,46534,17411,976537740.75
400248,R通达1,0.16,0.16,0.16,0.16,16181,2588.96,-5.88,0,31318,255308607.36
400249,R深天1,0.44,0.44,0.44,0.44,3039,1337.16,4.76,3665,0,61052745.6
400250,鼎龙5,0.320,0.320,0.320,0.320,11178.000,3576.96,-3.03,0,13656,294398284.48
400251,海印5,0.270,0.270,0.270,0.270,33224.000,8970.48,0.0,94814,132380,677496084.39
400252,R美尚1,0.08,0.08,0.08,0.08,9691,775.28,0.0,3947,53279,53942359.04
400253,威创3,0.210,0.210,0.210,0.210,4652.000,976.92,0.0,6112,6835,190305076.71
400254,R旭电A1,0.19,0.19,0.19,0.19,116874,22206.06,0.0,7867,64872,1070222490.12
400255,亚星3,3.210,3.210,3.210,3.210,108.000,346.68,0.0,184,213,918060000.0
400256,鹏都5,0.180,0.180,0.180,0.180,25378.000,4568.04,0.0,67902,45392,1147366995.84
400257,R美讯1,0.16,0.16,0.16,0.16,4372,699.52,0.0,6313,2042,45660957.76
400258,博信3,0.360,0.360,0.360,0.360,915.000,329.4,0.0,1501,3269,82800000.0
400259,津信科3,0.250,0.250,0.250,0.250,8079.000,2019.75,0.0,22940,27894,852848590.75
400260,大药5,0.680,0.680,0.680,0.680,1808.000,1229.44,1.49,492,2286,149396000.0
400261,伊立浦3,0.160,0.160,0.160,0.160,6795.000,1087.2,0.0,5854,3525,89107200.0
400262,嘉寓3,0.110,0.110,0.110,0.110,6850.000,753.5,0.0,15374,106730,78843600.0
400263,R旭蓝1,0.20,0.20,0.20,0.20,34080,6816.0,0.0,7406,16236,297374774.0
400264,R东方1,0.220,0.220,0.220,0.220,141003.000,31020.66,0.0,394827,0,804923885.7
400265,富润3,0.210,0.210,0.210,0.210,9493.000,1993.53,-4.55,11510,20833,106558353.72
400267,R鑫升1,5.49,5.49,5.49,5.49,768,4216.32,-4.85,0,838,4298811422.4
400268,R产融1,1.39,1.39,1.39,1.39,5599,7782.61,0.0,1785,1275,12261437925.96
400269,R吉药1,0.130,0.130,0.130,0.130,53451.000,6948.63,0.0,14094,111722,86581907.62
400270,龙津5,0.500,0.500,0.500,0.500,2241.000,1120.5,0.0,2117,12872,200250000.0
400271,龙宇5,3.460,3.460,3.460,3.460,2385.000,8252.1,3.28,311,1027,1301974935.64
400272,鹏博士3,0.120,0.120,0.120,0.120,29947.000,3593.64,9.09,34545,0,198895668.72
400274,人人乐3,0.400,0.400,0.400,0.400,313.000,125.2,0.0,683,952,176000000.0
400275,R工智1,0.410,0.410,0.410,0.410,26790.000,10983.9,0.0,0,20708,311984406.57
400276,海越3,0.980,0.980,0.980,0.980,3568.000,3496.64,2.08,415,8585,458781574.72
400277,R恒立1,0.10,0.10,0.10,0.10,23994,2399.4,0.0,45746,27147,42522600.0
400278,R九有1,0.070,0.070,0.070,0.070,77774.000,5444.18,0.0,17972,118015,43195600.0
400279,中程3,0.560,0.560,0.560,0.560,11585.000,6487.6,-3.45,0,33298,419706000.0
400281,R天茂1,1.60,1.60,1.60,1.60,9107,14571.2,0.0,13118,1136,7846622664.0
400282,R紫天1,0.30,0.30,0.30,0.30,1353,405.9,-3.23,0,44574,48619723.2
400283,高鸿3,0.230,0.230,0.230,0.230,31646.000,7278.58,4.55,9829,0,266307804.6
400284,R元成1,0.220,0.220,0.220,0.220,6040.000,1328.8,0.0,0,189725,71661385.84
400285,R广道1,0.360,0.360,0.360,0.360,6590.000,2372.4,0.0,0,18746,24119964.0
400286,苏药发3,0.340,0.340,0.340,0.340,15936.000,5418.24,-2.86,0,23937,241699023.2
400287,R东方通1,1.570,1.570,1.570,1.570,25851.000,40586.07,0.0,202,10003,875938839.96
400288,奥维3,0.330,0.330,0.330,0.330,2093.000,690.69,-2.94,0,343011,114460505.61
400289,德邦5,11.720,11.720,11.720,11.720,119.000,1394.68,-4.79,0,15,11855582667.64
400290,R长药1,0.160,0.160,0.160,0.160,3450.000,552.0,0.0,0,414534,56053777.92
400291,立方3,0.170,0.170,0.170,0.170,96854.000,16465.18,-5.56,0,114947,109090090.72
420008,水仙B3,0.025,0.025,0.025,0.025,8.000,0.2,0.0,1365,41,5910025.0
420016,R金田B1,0.015,0.015,0.015,0.015,34.000,0.51,7.14,170,121,6001804.29
420063,武锅B5,0.075,0.075,0.075,0.075,253.000,18.97,0.0,313,2379,22275000.0
420073,上普B5,0.230,0.230,0.230,0.230,20.000,4.6,0.88,135,46,87911827.51
420085,东沣B5,0.019,0.019,0.019,0.019,1264.000,24.02,-5.0,0,858,11952774.9
420103,R舜喆B1,0.000,0.000,0.000,0.015,0,0.0,0.0,0,720,0.0
420108,R鹏起B1,0.012,0.012,0.012,0.012,107,1.28,9.09,120,440,21033285.1
420120,绿庭B5,0.018,0.018,0.018,0.018,5.000,0.09,0.0,774,983,12600492.68
420153,海创B3,0.028,0.028,0.028,0.028,40.000,1.12,-3.45,0,106,36498000.0
420178,山航B3,0.203,0.203,0.203,0.203,20.000,4.06,0.0,1030,23,81200000.0
420223,凯马B3,0.030,0.030,0.030,0.030,681.000,20.43,-3.23,0,1140,19200000.0
420244,建车B3,0.250,0.250,0.250,0.250,13.000,3.25,1.21,70,25,29843750.0
420254,R旭电B1,0.015,0.015,0.015,0.015,653,9.79,7.14,10329,0,84491249.22
420273,凌云B5,0.057,0.057,0.057,0.057,542.000,30.89,0.0,469,1426,19893000.0
