代码,名称,开盘,最高,最低,收盘,成交量(手),成交额(元),涨跌幅(%),买量(手),卖量(手),流通市值(元),总市值(元)
400142,宝德5,0.750,0.750,0.750,0.750,369,276.75,-1.32,,,,237080081.25
400143,德威5,0.900,0.900,0.900,0.900,8252,7426.8,-15.89,,,,1224523905.3
400146,聚龙5,0.340,0.340,0.340,0.340,3172,1078.48,-2.86,,,,186831360.0
400149,金泰5,0.590,0.590,0.590,0.590,40,23.6,-3.28,,,,87383217.32
400151,天首5,0.980,0.980,0.980,0.980,15,14.7,-2.0,,,,315385581.56
400163,计通5,1.680,1.680,1.680,1.680,711,1194.48,9.09,,,,282240000.0
400170,运盛5,0.320,0.320,0.320,0.320,380,121.6,0.0,,,,109123258.24
400177,阳竹5,1.690,1.690,1.690,1.690,300,507.0,-3.98,,,,456761032.0
400192,宋都5,0.230,0.230,0.230,0.230,5753,1323.19,0.0,,,,308228134.98
400201,海投5,0.480,0.480,0.480,0.480,11260,5404.8,0.0,,,,686512524.0
400208,金鹤5,0.250,0.250,0.250,0.250,31445,7861.25,0.0,,,,392876339.5
400210,博天5,0.570,0.570,0.570,0.570,1392,793.44,0.0,,,,550500756.57
400212,民生5,0.810,0.810,0.810,0.810,1518,1229.58,-6.9,,,,430815910.14
400215,商业城5,3.080,3.080,3.080,3.080,10383,31979.64,-5.52,,,,1319513884.92
400216,中资5,0.380,0.380,0.380,0.380,551,209.38,2.7,,,,131100000.0
400219,碳元5,0.400,0.400,0.400,0.400,4164,1665.6,8.11,,,,83674080.0
400220,同达5,3.030,3.030,3.030,3.030,2428,7356.84,15.21,,,,421604956.5
400224,苏阳光5,0.190,0.190,0.190,0.190,4384,832.96,0.0,,,,338834661.94
400227,利能5,0.620,0.620,0.620,0.620,16133,10002.46,14.81,,,,2207585760.28
400232,左江5,2.200,2.200,2.200,2.200,465,1023.0,-7.95,,,,224466000.0
400236,中银5,0.420,0.420,0.420,0.420,43025,18070.5,-6.67,,,,1783440933.96
400237,天通5,0.910,0.910,0.910,0.910,30649,27890.59,-5.21,,,,1099694253.84
400247,航高5,0.390,0.390,0.390,0.390,37296,14545.44,0.0,,,,976537740.75
400250,鼎龙5,0.300,0.300,0.300,0.300,12337,3701.1,-6.25,,,,275998391.7
400251,海印5,0.270,0.270,0.270,0.270,35977,9713.79,0.0,,,,677496084.39
400256,鹏都5,0.170,0.170,0.170,0.170,22578,3838.26,-5.56,,,,1083624384.96
400260,大药5,0.610,0.610,0.610,0.610,2326,1418.86,-6.15,,,,134017000.0
400270,龙津5,0.470,0.470,0.470,0.470,2241,1053.27,-4.08,,,,188235000.0
400271,龙宇5,3.440,3.440,3.440,3.440,1493,5135.92,1.47,,,,1294449068.96
400289,德邦5,12.930,12.930,12.930,12.930,103,1331.79,10.14,,,,13079580536.91
420063,武锅B5,0.061,0.061,0.061,0.061,458,27.94,-18.67,,,,18117000.0
420073,上普B5,0.226,0.226,0.226,0.226,47,10.62,-3.0,,,,86382926.16
420085,东沣B5,0.019,0.019,0.019,0.019,11,0.21,0.0,,,,11952774.9
420120,绿庭B5,0.019,0.019,0.019,0.019,34,0.65,5.56,,,,13300520.05
420140,东海B5,0.048,0.048,0.048,0.048,1,0.05,0.0,,,,17476800.0
420273,凌云B5,0.053,0.053,0.053,0.053,797,42.24,-8.62,,,,18497000.0
