代码,名称,开盘,最高,最低,收盘,成交量(手),成交额(元),涨跌幅(%),买量(手),卖量(手),总市值(元)
400219,碳元5,0.360,0.360,0.360,0.360,1292.000,465.12,0.0,2438,2888,75306672.0
400220,同达5,2.870,2.870,2.870,2.870,575.000,1650.25,3.24,152,1390,399341988.5
400221,太安堂3,0.220,0.220,0.220,0.220,2312.000,508.64,4.76,8749,9153,168690104.0
400224,苏阳光5,0.190,0.190,0.190,0.190,5344.000,1015.36,0.0,28498,20661,338834661.94
400225,中南3,0.080,0.080,0.080,0.080,23044.000,1843.52,0.0,120978,68236,306124712.08
400227,利能5,0.580,0.580,0.580,0.580,30619.000,17759.02,3.57,94518,0,2065160872.52
400231,保力新3,0.130,0.130,0.130,0.130,37699.000,4900.87,0.0,38888,73326,575326877.71
400232,左江5,2.390,2.390,2.390,2.390,419.000,1001.41,0.0,112,824,243851700.0
400233,美吉姆3,0.080,0.080,0.080,0.080,3015.000,241.2,0.0,14228,22385,65779034.4
400234,迪马3,0.160,0.160,0.160,0.160,15487.000,2477.92,6.67,39446,0,398641005.44
400236,中银5,0.460,0.460,0.460,0.460,57335.000,26374.1,2.22,21701,81993,1953292451.48
400237,天通5,0.840,0.840,0.840,0.840,92675.000,77847.0,-4.55,0,73734,1015102388.16
400238,贵天成3,0.580,0.580,0.580,0.580,2292.000,1329.36,1.75,2779,2599,295338810.68
400239,联络3,0.220,0.220,0.220,0.220,40181.000,8839.82,0.0,12370,9671,478972928.5
400242,巴安3,0.150,0.150,0.150,0.150,2455.000,368.25,0.0,7975,11098,100465049.85
400246,新纶3,0.280,0.280,0.280,0.280,10112.000,2831.36,3.7,11955,0,322620085.76
400247,航高5,0.390,0.390,0.390,0.390,24184.000,9431.76,0.0,16884,15415,976537740.75
400250,鼎龙5,0.310,0.310,0.310,0.310,8808.000,2730.48,-3.13,3615,9118,285198338.09
400251,海印5,0.270,0.270,0.270,0.270,28487.000,7691.49,0.0,39639,29596,677496084.39
400253,威创3,0.200,0.200,0.200,0.200,5816.000,1163.2,-4.76,3331,11199,181242930.2
400255,亚星3,3.130,3.130,3.130,3.130,3.000,9.39,-2.49,195,201,895180000.0
400256,鹏都5,0.180,0.180,0.180,0.180,29890.000,5380.2,0.0,111209,51977,1147366995.84
400258,博信3,0.360,0.360,0.360,0.360,1679.000,604.44,0.0,1263,3729,82800000.0
400259,津信科3,0.250,0.250,0.250,0.250,10270.000,2567.5,0.0,11637,41279,852848590.75
400260,大药5,0.660,0.660,0.660,0.660,1203.000,793.98,-2.94,1791,1762,145002000.0
400261,伊立浦3,0.160,0.160,0.160,0.160,1599.000,255.84,0.0,1873,2974,89107200.0
400262,嘉寓3,0.110,0.110,0.110,0.110,13415.000,1475.65,0.0,45534,71215,78843600.0
400265,富润3,0.200,0.200,0.200,0.200,30570.000,6114.0,-4.76,515,10650,101484146.4
400270,龙津5,0.500,0.500,0.500,0.500,4473.000,2236.5,0.0,2367,11655,200250000.0
400271,龙宇5,3.300,3.300,3.300,3.300,2297.000,7580.1,-4.62,226,391,1241768002.2
400272,鹏博士3,0.110,0.110,0.110,0.110,15558.000,1711.38,-8.33,7529,68371,182321029.66
400274,人人乐3,0.380,0.380,0.380,0.380,4529.000,1721.02,-5.0,63261,368,167200000.0
400276,海越3,0.960,0.960,0.960,0.960,2529.000,2427.84,-2.04,133,4826,449418685.44
400279,中程3,0.560,0.560,0.560,0.560,13812.000,7734.72,0.0,7739,41765,419706000.0
400283,高鸿3,0.220,0.220,0.220,0.220,13216.000,2907.52,-4.35,3996,41264,254729204.4
400286,苏药发3,0.330,0.330,0.330,0.330,16294.000,5377.02,-2.94,0,21738,234590228.4
400288,奥维3,0.320,0.320,0.320,0.320,1836.000,587.52,-3.03,0,315793,110992005.44
400289,德邦5,11.190,11.190,11.190,11.190,55.000,615.45,-4.52,63,43,11319451369.53
400291,立方3,0.180,0.180,0.180,0.180,95179.000,17132.22,5.88,146530,0,115507154.88
420016,R金田B1,0.015,0.015,0.015,0.015,81.000,1.21,0.0,10,92,6001804.29
420063,武锅B5,0.074,0.074,0.074,0.074,5.000,0.37,-1.33,178,2607,21978000.0
420085,东沣B5,0.019,0.019,0.019,0.019,1704.000,32.38,0.0,2,1168,11952774.9
420120,绿庭B5,0.018,0.018,0.018,0.018,1596.000,28.73,0.0,3370,346,12600492.68
420140,东海B5,0.048,0.048,0.048,0.048,23.000,1.1,0.0,0,25,17476800.0
420153,海创B3,0.028,0.028,0.028,0.028,79.000,2.21,0.0,2060,26,36498000.0
420178,山航B3,0.213,0.213,0.213,0.213,108.000,23.0,4.93,262,0,85200000.0
420223,凯马B3,0.030,0.030,0.030,0.030,195.000,5.85,0.0,1049,725,19200000.0
420244,建车B3,0.261,0.261,0.261,0.261,293.000,76.47,4.4,74,848,31156875.0
420273,凌云B5,0.057,0.057,0.057,0.057,286.000,16.3,0.0,319,2339,19893000.0
